within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
79,Something Wicked This Way Comes,1983,8400000,8400000,
80,10 to Midnight,1983,7175592,7175592,
81,Romantic Comedy,1983,6857733,6857733,
82,Fanny and Alexander,1983,6783304,6783304,
83,Nightmares,1983,6670680,6670680,
84,The Golden Seal,1983,6666725,6666725,
85,The Osterman Weekend,1983,6486797,6486797,
86,Star 80,1983,6472990,6472990,
87,The Sting II,1983,6347072,6347072,
88,Amityville 3-D,1983,6333135,6333135,
89,Chained Heat,1983,6149983,6149983,
90,Beyond the Limit,1983,5997566,5997566,
91,The Hunger,1983,5979292,5979292,
92,Local Hero,1983,5895761,5895761,
93,Porky's 1983 Re-release,1983,5797190,5797190,
94,Under Fire,1983,5696391,5696391,
95,Smokey and the Bandit Part 3,1983,5678950,5678950,
96,A Night in Heaven,1983,5563663,5563663,
97,The Star Chamber,1983,5555305,5555305,
98,The Grey Fox,1983,5516140,5516140,
99,Vertigo 1983 Re-release,1983,5343461,5343461,
100,The Dresser,1983,5310748,5310748,
101,Metalstorm: The Destruction of Jared-Syn,1983,5301085,5301085,
102,Vigilante,1983,5091888,5091888,
103,Eddie and the Cruisers,1983,4786789,4786789,
104,Curse of the Pink Panther,1983,4491986,4491986,
105,Mortuary,1983,4319001,4319001,
106,Trenchcoat,1983,4304286,4304286,
107,Yellowbeard,1983,4300000,4300000,
108,The Keep,1983,4218594,4218594,
109,Joysticks,1983,3952448,3952448,
110,Let's Spend the Night Together,1983,3821199,3821199,
111,La traviata,1983,3783329,3783329,
112,The Return of Martin Guerre,1983,3704433,3704433,
113,Running Brave,1983,3000000,3000000,
114,Yor: The Hunter from the Future,1983,2810199,2810199,
115,The Final Option,1983,2666873,2666873,
116,The Evil Dead,1983,2661944,2400000,261944
117,The King of Comedy,1983,2536242,2536242,
118,Rumble Fish,1983,2494480,2494480,
119,The Man Who Wasn't There,1983,2443487,2443487,
120,Table for Five,1983,2439705,2439705,
121,Tough Enough,1983,2433722,2433722,
122,"Man, Woman and Child",1983,2314561,2314561,
123,Merry Christmas Mr. Lawrence,1983,2306560,2306560,
124,The Draughtsman's Contract,1983,2283233,2256246,26987
125,The Night of the Shooting Stars,1983,2251121,2251121,
126,Videodrome,1983,2120439,2120439,
127,Friday the 13th Part III 1983 Re-release,1983,2108548,2108548,
128,Screwballs,1983,2082215,2082215,
129,Testament,1983,2044892,2044892,
130,Pieces,1983,2032311,2032311,
131,Savage Islands,1983,1963756,1963756,
132,Baby It's You,1983,1867792,1867792,
133,Heat and Dust,1983,1741435,1741435,
134,Koyaanisqatsi,1983,1723872,1723872,
135,Stryker,1983,1723487,1723487,
136,Get Crazy,1983,1645711,1645711,
137,Lianna,1983,1530839,1530839,
138,Strange Invaders,1983,1362303,1362303,
139,Losin' It,1983,1246141,1246141,
140,The Lonely Lady,1983,1223200,1223200,
141,Possession,1983,1113538,1113538,
142,"Say Amen, Somebody",1983,1108299,1108299,
143,Of Unknown Origin,1983,1080470,1080470,
144,Getting It On,1983,975414,975414,
145,Rocky III 1983 Re-release,1983,902228,902228,
146,American Playhouse: The Ballad of Gregorio Cortez,1983,804963,804963,
147,Lonely Hearts,1983,777087,777087,
148,Fire and Ice,1983,760883,760883,
149,The Pirates of Penzance,1983,694497,694497,
150,Daniel,1983,687475,687475,
151,Poltergeist 1983 Re-release,1983,536108,536108,
152,Streamers,1983,378452,378452,
153,Britannia Hospital,1983,375713,375713,
154,Boarding School,1983,306061,306061,
155,Heart Like a Wheel,1983,272278,272278,
156,Puberty Blues,1983,237000,237000,
157,The Girl with the Red Hair,1983,39001,39001,
158,Rock & Rule,1983,30379,30379,
159,In the White City,1983,2540,,2540
1,Beverly Hills Cop,1984,234760478,234760478,
2,Ghostbusters,1984,229242989,229242989,
3,Indiana Jones and the Temple of Doom,1984,179870271,179870271,
4,Gremlins,1984,148168459,148168459,
5,The Karate Kid,1984,90815558,90815558,
6,Police Academy,1984,81198894,81198894,
7,Footloose,1984,80035402,80035402,
8,Romancing the Stone,1984,76572238,76572238,
9,Star Trek III: The Search for Spock,1984,76471046,76471046,
10,Splash,1984,69821334,69821334,
11,Purple Rain,1984,68392977,68392977,
12,Amadeus,1984,51564280,51564280,
13,Tightrope,1984,48143579,48143579,
14,The Natural,1984,47951979,47951979,
15,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,45858563,45858563,
16,Revenge of the Nerds,1984,40874452,40874452,
17,2010: The Year We Make Contact,1984,40400657,40400657,
18,Breakin',1984,38682707,38682707,
19,Bachelor Party,1984,38435947,38435947,
20,Red Dawn,1984,38376497,38376497,
21,The Terminator,1984,38371200,38371200,
22,City Heat,1984,38348988,38348988,
23,All of Me,1984,36403064,36403064,
24,Places in the Heart,1984,34901614,34901614,
25,The Killing Fields,1984,34700291,34700291,
26,Friday the 13th: The Final Chapter,1984,32980880,32980880,
27,Conan the Destroyer,1984,31042035,31042035,
28,Dune,1984,30925690,30925690,
29,The Gods Must Be Crazy,1984,30031783,30031783,
30,Starman,1984,28744356,28744356,
31,The Last Starfighter,1984,28733290,28733290,
32,Cannonball Run II,1984,28078073,28078073,
33,Teachers,1984,27774237,27774237,
34,A Passage to India,1984,27187653,27187653,
35,Pinocchio 1984 Re-release,1984,26414038,26414038,
36,Protocol,1984,26186631,26186631,
37,Micki + Maude,1984,26080861,26080861,
38,The Cotton Club,1984,25928721,25928721,
39,The Muppets Take Manhattan,1984,25534703,25534703,
40,A Nightmare on Elm Street,1984,25504513,25504513,
41,The Woman in Red,1984,25349388,25308147,41241
42,Moscow on the Hudson,1984,25068724,25068724,
43,The Flamingo Kid,1984,23859382,23859382,
44,Sixteen Candles,1984,23686027,23686027,
45,The Jungle Book 1984 Re-release,1984,23456945,23456945,
46,Missing in Action,1984,22812411,22812411,
47,A Soldier's Story,1984,21821347,21821347,
48,Against All Odds,1984,21689062,21689062,
49,"Oh, God! You Devil",1984,21538850,21538850,
50,Rhinestone,1984,21435321,21435321,
51,Weekend Pass,1984,21058033,21058033,
52,Top Secret!,1984,20458340,20458340,
53,Hot Dog... The Movie,1984,20307325,20307325,
54,The NeverEnding Story,1984,20158808,20158808,
55,Unfaithfully Yours,1984,19928200,19928200,
56,Best Defense,1984,19265302,19265302,
57,Blame It on Rio,1984,18644570,18644570,
58,Lassiter,1984,17513452,17513452,
59,Angel,1984,17488564,17488564,
60,Johnny Dangerously,1984,17124395,17124395,
61,Firestarter,1984,17080167,17080167,
62,Beat Street,1984,16595791,16595791,
63,Breakin' 2: Electric Boogaloo,1984,15101131,15101131,
64,Children of the Corn,1984,14568989,14568989,
65,Night of the Comet,1984,14418922,14418922,
66,Supergirl,1984,14296438,14296438,
67,The Ice Pirates,1984,14255801,14255801,
68,The Evil That Men Do,1984,13102025,13102025,
69,Irreconcilable Differences,1984,12414210,12414210,
70,Dreamscape,1984,12145169,12145169,
71,Up the Creek,1984,11708269,11708269,
72,The River,1984,11489982,11489982,
73,Tank,1984,11302884,11302884,
74,Falling in Love,1984,11129057,11129057,
75,Hard to Hold,1984,11113806,11113806,
76,The Wild Life,1984,11020375,11020375,
77,Broadway Danny Rose,1984,10600497,10600497,
78,Where the Boys Are,1984,10530000,10530000,
79,Thief of Hearts,1984,10435015,10435015,
80,Terror in the Aisles,1984,10004817,10004817,
81,Cloak and Dagger,1984,9719952,9719952,
82,Country,1984,9640000,9640000,
83,Bolero,1984,8914881,8914881,
84,Body Double,1984,8801940,8801940,
85,Oxford Blues,1984,8793152,8793152,
86,The Bounty,1984,8613462,8613462,
87,1984,1984,8430492,8430492,
88,Reckless,1984,8289916,8289916,
89,The Philadelphia Experiment,1984,8103330,8103330,
90,Streets of Fire,1984,8089290,8089290,
91,Just the Way You Are,1984,7889694,7889694,
92,The Little Drummer Girl,1984,7828841,7828841,
93,Ninja III: The Domination,1984,7610785,7610785,
94,Iceman,1984,7343032,7343032,
95,Hardbodies,1984,7121719,7121719,
96,Alphabet City,1984,7035585,7035585,
97,The Pope of Greenwich Village,1984,6836201,6836201,
98,Runaway,1984,6770587,6770587,
99,Swing Shift,1984,6650206,6650206,
100,The Razor's Edge,1984,6551987,6551987,
101,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6254148,6254148,
102,Firstborn,1984,6250994,6250994,
103,Racing with the Moon,1984,6045647,6045647,
104,Sheena,1984,5778353,5778353,
105,The Lonely Guy,1984,5718573,5718573,
106,Meatballs Part II,1984,5410972,5410972,
107,Once Upon a Time in America,1984,5321508,5321508,
108,Love Letters,1984,5269990,5269990,
109,The Hotel New Hampshire,1984,5142858,5142858,
110,American Dreamer,1984,5021751,5021751,
111,No Small Affair,1984,4994094,4994094,
112,Stop Making Sense,1984,4949438,4949438,
113,Harry & Son,1984,4864980,4864980,
114,"Grandview, U.S.A.",1984,4743119,4743119,
115,C.H.U.D.,1984,4654423,4654423,
116,Making the Grade,1984,4561346,4561346,
117,This Is Spinal Tap,1984,4491645,4491645,
118,Joy of Sex,1984,4463841,4463841,
119,Mrs. Soffel,1984,4385312,4385312,
120,Until September,1984,4239154,4239154,
121,Pete's Dragon 1984 Re-release,1984,4100000,4100000,
122,Entre Nous,1984,3974975,3974975,
123,Flashpoint,1984,3854833,3854833,
124,Cheech & Chong's: The Corsican Brothers,1984,3772785,3772785,
125,Exterminator 2,1984,3739406,3739406,
126,The Brother from Another Planet,1984,3677209,3677209,
127,"Careful, He Might Hear You",1984,2938179,2938179,
128,Crimes of Passion,1984,2912945,2912945,
129,The Warrior and the Sorceress,1984,2886225,2886225,
130,Phar Lap,1984,2878404,2878404,
131,Impulse,1984,2773433,2773433,
132,The Bear,1984,2687148,2687148,
133,Under the Volcano,1984,2556800,2556800,
134,"Silent Night, Deadly Night",1984,2491460,2491460,
135,Choose Me,1984,2490233,2490233,
136,Stranger Than Paradise,1984,2436000,2436000,
137,A Sunday in the Country,1984,2411143,2411143,
138,Electric Dreams,1984,2193612,2193612,
139,"Paris, Texas",1984,2181987,2181987,
140,Purple Hearts,1984,2075282,2075282,
141,The Buddy System,1984,1820049,1820049,
142,Body Rock,1984,1689501,1689501,
143,Misunderstood,1984,1525532,1525532,
144,Garbo Talks,1984,1493782,1493782,
145,Finders Keepers,1984,1467396,1467396,
146,Birdy,1984,1455045,1455045,
147,Sahara,1984,1402962,1402962,
148,Gabriela,1984,1318839,1318839,
149,A Christmas Story 1984 Re-release,1984,1311065,1311065,
150,The River Rat,1984,1142944,1142944,
151,Mike's Murder,1984,1059966,1059966,
152,Comfort and Joy,1984,1057368,1057368,
153,The Bostonians,1984,1009700,1009700,
154,The Power,1984,929162,929162,
155,Songwriter,1984,865915,865915,
156,Scandalous,1984,526805,526805,
157,Windy City,1984,343890,343890,
158,The Stone Boy,1984,261033,261033,
159,Champions,1984,200498,200498,
160,Razorback,1984,150140,150140,
161,Heartbreakers,1984,148750,148750,
162,Crackers,1984,129268,129268,
163,Repo Man,1984,129000,129000,
164,Eureka,1984,123572,123572,
165,Slayground,1984,108128,108128,
1,Out of Africa,1985,225526205,87071205,138455000
2,Back to the Future,1985,222067229,210609762,11457467
3,Rambo: First Blood Part II,1985,150415432,150415432,
4,Rocky IV,1985,127873716,127873716,
5,The Color Purple,1985,94175854,94175854,
6,Cocoon,1985,76113124,76113124,
7,The Jewel of the Nile,1985,75973200,75973200,
8,Witness,1985,68706993,68706993,
9,The Goonies,1985,61389680,61389680,
10,Spies Like Us,1985,60088980,60088980,
11,Police Academy 2: Their First Assignment,1985,55600000,55600000,
12,Fletch,1985,50612888,50612888,
13,A View to a Kill,1985,50327960,50327960,
14,National Lampoon's European Vacation,1985,49364621,49364621,
15,Mask,1985,48230162,48230162,
16,The Breakfast Club,1985,45875171,45875171,
17,White Nights,1985,42160849,42160849,
18,Pale Rider,1985,41410568,41410568,
19,Pee-wee's Big Adventure,1985,40940662,40940662,
20,Brewster's Millions,1985,40833132,40833132,
21,E.T. the Extra-Terrestrial 1985 Re-release,1985,40607502,40607502,
22,Jagged Edge,1985,40491165,40491165,
23,St. Elmo's Fire,1985,37803872,37803872,
24,Mad Max Beyond Thunderdome,1985,36230219,36230219,
25,Commando,1985,35100000,35100000,
26,Teen Wolf,1985,33086611,33086611,
27,One Hundred and One Dalmatians 1985 Re-release,1985,33049729,33049729,
28,Silverado,1985,32192570,32192570,
29,Murphy's Romance,1985,30867525,30867525,
30,A Nightmare on Elm Street 2: Freddy's Revenge,1985,29999213,29999213,
31,Desperately Seeking Susan,1985,27398584,27398584,
32,Prizzi's Honor,1985,26657534,26657534,
33,The Last Dragon,1985,25754284,25754284,
34,Agnes of God,1985,25627836,25627836,
35,Fright Night,1985,24922237,24922237,
36,Summer Rental,1985,24689703,24689703,
37,The Emerald Forest,1985,24468550,24468550,
38,Weird Science,1985,23834048,23834048,
39,Santa Claus: The Movie,1985,23717291,23717291,
40,The Care Bears Movie,1985,22934622,22934622,
41,Friday the 13th: A New Beginning,1985,21930418,21930418,
42,The Black Cauldron,1985,21288692,21288692,
43,Porky's Revenge,1985,20518905,20518905,
44,Code of Silence,1985,20345361,20345361,
45,Volunteers,1985,19875740,19875740,
46,Young Sherlock Holmes,1985,19739575,19739575,
47,Year of the Dragon,1985,18707466,18707466,
48,Ladyhawke,1985,18432000,18432000,
49,The Sure Thing,1985,18135531,18135531,
50,Invasion U.S.A.,1985,17536256,17536256,
51,To Live and Die in L.A.,1985,17307019,17307019,
52,The Falcon and the Snowman,1985,17130087,17130087,
53,Kiss of the Spider Woman,1985,17005229,17005229,
54,Death Wish 3,1985,16116878,16116878,
55,King Solomon's Mines,1985,15057465,15057465,
56,Baby: Secret of the Lost Legend,1985,14972297,14972297,
57,Clue,1985,14643997,14643997,
58,Remo Williams: The Adventure Begins,1985,14393902,14393902,
59,The Return of the Living Dead,1985,14237880,14237880,
60,A Chorus Line,1985,14202899,14202899,
61,Tomboy,1985,14100000,14100000,
62,Follow That Bird,1985,13961370,13961370,
63,One Magic Christmas,1985,13677222,13677222,
64,Cat's Eye,1985,13086298,13086298,
65,Vision Quest,1985,12993175,12993175,
66,Real Genius,1985,12952019,12952019,
67,Perfect,1985,12918858,12918858,
68,Compromising Positions,1985,12531831,12531831,
69,Silver Bullet,1985,12361866,12361866,
70,Enemy Mine,1985,12303411,12303411,
71,Lifeforce,1985,11603545,11603545,
72,Just One of the Guys,1985,11528900,11528900,
73,Star Wars: Episode VI - Return of the Jedi 1985 Re-release,1985,11252123,11252123,
74,Return to Oz,1985,11137801,11137801,
75,Krush Groove,1985,11052713,11052713,
76,Gotcha!,1985,10806919,10806919,
77,Missing in Action 2: The Beginning,1985,10755447,10755447,
78,The Purple Rose of Cairo,1985,10631333,10631333,
79,Moving Violations,1985,10627754,10627754,
80,After Hours,1985,10609321,10609321,
81,American Ninja,1985,10499694,10499694,
82,Better Off Dead...,1985,10297601,10297601,
83,Lost in America,1985,10179000,10179000,
84,Once Bitten,1985,10000000,10000000,
85,Brazil,1985,9929135,9929135,
86,Explorers,1985,9873044,9873044,
87,The Journey of Natty Gann,1985,9708373,9708373,
88,Ghostbusters 1985 Re-release,1985,9389135,9389135,
89,Tuff Turf,1985,9369329,9369329,
90,Sweet Dreams,1985,9085049,9085049,
91,Target,1985,9023199,9023199,
92,Mischief,1985,8692426,8692426,
93,The Man with One Red Shoe,1985,8645411,8645411,
94,That Was Then... This Is Now,1985,8630068,8630068,
95,Secret Admirer,1985,8622757,8622757,
96,Stick,1985,8489518,8489518,
97,Twice in a Lifetime,1985,8402424,8402424,
98,Fantasia 1985 Re-release,1985,8194726,8194726,
99,D.A.R.Y.L.,1985,7840873,7840873,
100,Runaway Train,1985,7683620,7683620,
101,He-Man and She-Ra: The Secret of the Sword,1985,7660857,7660857,
102,Into the Night,1985,7562164,7562164,
103,The Trip to Bountiful,1985,7491903,7491903,
104,Transylvania 6-5000,1985,7196872,7196872,
105,Red Sonja,1985,6948633,6948633,
106,Here Come the Littles,1985,6565359,6565359,
107,Girls Just Want to Have Fun,1985,6326051,6326051,
108,Plenty,1985,6148000,6148000,
109,Rustlers' Rhapsody,1985,6090497,6090497,
110,Heaven Help Us,1985,6070794,6070794,
111,Gymkata,1985,5730596,5730596,
112,Avenging Angel,1985,5622787,5622787,
113,Creator,1985,5349607,5349607,
114,King David,1985,5111099,5111099,
115,Day of the Dead,1985,5000000,5000000,
116,Gremlins 1985 Re-release,1985,4914643,4914643,
117,Rainbow Brite and the Star Stealer,1985,4889971,4889971,
118,The Company of Wolves,1985,4389334,4389334,
119,The Mean Season,1985,4349446,4349446,
120,That's Dancing!,1985,4210938,4210938,
121,My Science Project,1985,4122748,4122748,
122,Godzilla 1985,1985,4116395,4116395,
123,The Heavenly Kid,1985,3852271,3852271,
124,Ran,1985,3607393,3607393,
125,Turk 182,1985,3594997,3594997,
126,The Bride,1985,3558669,3558669,
127,Starchaser: The Legend of Orin,1985,3360800,3360800,
128,Fraternity Vacation,1985,3333306,3333306,
129,The Legend of Billie Jean,1985,3099497,3099497,
130,Rappin',1985,2864844,2864844,
131,Fast Forward,1985,2791350,2791350,
132,Hot Moves,1985,2732684,2732684,
133,Bad Medicine,1985,2685453,2685453,
134,Maxie,1985,2564278,2564278,
135,A Private Function,1985,2527088,2527088,
136,Marie,1985,2507995,2507995,
137,Dance with a Stranger,1985,2174622,2174622,
138,Blood Simple,1985,2150000,2150000,
139,The Quiet Earth,1985,2123135,2123135,
140,Re-Animator,1985,2023414,2023414,
141,Warning Sign,1985,1918117,1918117,
142,Bring on the Night,1985,1890571,1890571,
143,The Slugger's Wife,1985,1878561,1878561,
144,Heavenly Bodies,1985,1839623,1839623,
145,American Flyers,1985,1420355,1420355,
146,Certain Fury,1985,1381091,1381091,
147,The Perils of Gwendoline in the Land of the Yik Yak,1985,1337274,1337274,
148,The Aviator,1985,1304192,1304192,
149,Wetherby,1985,1299985,1299985,
150,Dreamchild,1985,1215923,1215923,
151,DEFCON-4,1985,1057064,1057064,
